discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,year
Football,tokyo-2020,Men,Men,BRONZE,GameTeam,Mexico,,Mexico,MEX,2020
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,SILVER,Athlete,,Pat MCCORMACK,Great Britain,GBR,2020
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,,Aidan WALSH,Ireland,IRL,2020
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,,Andrei ZAMKOVOI,ROC,ROC,2020
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,GOLD,Athlete,,Roniel IGLESIAS,Cuba,CUB,2020
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,GOLD,Athlete,,Hebert SOUSA,Brazil,BRA,2020
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,,Gleb BAKSHI,ROC,ROC,2020
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,SILVER,Athlete,,Oleksandr KHYZHNIAK,Ukraine,UKR,2020
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,,Eumir MARCIAL,Philippines,PHI,2020
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,,Kamshybek KUNKABAYEV,Kazakhstan,KAZ,2020
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,GOLD,Athlete,,Bakhodir JALOLOV,Uzbekistan,UZB,2020
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,SILVER,Athlete,,Richard TORREZ JR,United States of America,USA,2020
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,,Frazer CLARKE,Great Britain,GBR,2020
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,SILVER,Athlete,,Benjamin WHITTAKER,Great Britain,GBR,2020
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,,Loren Berto ALFONSO DOMINGUEZ,Azerbaijan,AZE,2020
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,GOLD,Athlete,,Arlen LOPEZ,Cuba,CUB,2020
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,,Imam KHATAEV,ROC,ROC,2020
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,SILVER,Athlete,,Duke RAGAN,United States of America,USA,2020
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,,Samuel TAKYI,Ghana,GHA,2020
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,GOLD,Athlete,,Albert BATYRGAZIEV,ROC,ROC,2020
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,,Lazaro ALVAREZ ESTRADA,Cuba,CUB,2020
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,BRONZE,Athlete,,Abner TEIXEIRA,Brazil,BRA,2020
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,SILVER,Athlete,,Muslim GADZHIMAGOMEDOV,ROC,ROC,2020
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,BRONZE,Athlete,,David NYIKA,New Zealand,NZL,2020
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,GOLD,Athlete,,Julio LA CRUZ PERAZA,Cuba,CUB,2020
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,BRONZE,Athlete,,Zenfira MAGOMEDALIEVA,ROC,ROC,2020
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,GOLD,Athlete,,Lauren PRICE,Great Britain,GBR,2020
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,BRONZE,Athlete,,Nouchka FONTIJN,Netherlands,NED,2020
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,SILVER,Athlete,,Qian LI,People's Republic of China,CHN,2020
Boxing,tokyo-2020,Women's Light (57-60kg),Women,GOLD,Athlete,,Kellie Anne HARRINGTON,Ireland,IRL,2020
Boxing,tokyo-2020,Women's Light (57-60kg),Women,SILVER,Athlete,,Beatriz FERREIRA,Brazil,BRA,2020
Boxing,tokyo-2020,Women's Light (57-60kg),Women,BRONZE,Athlete,,Mira POTKONEN,Finland,FIN,2020
Boxing,tokyo-2020,Women's Light (57-60kg),Women,BRONZE,Athlete,,Sudaporn SEESONDEE,Thailand,THA,2020
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,SILVER,Athlete,,Hong GU,People's Republic of China,CHN,2020
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,GOLD,Athlete,,Busenaz SURMENELI,Turkey,TUR,2020
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,BRONZE,Athlete,,Oshae JONES,United States of America,USA,2020
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,BRONZE,Athlete,,Lovlina BORGOHAIN,India,IND,2020
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,BRONZE,Athlete,,Hsiao-Wen HUANG,Chinese Taipei,TPE,2020
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,GOLD,Athlete,,Stoyka Zhelyazkova KRASTEVA,Bulgaria,BUL,2020
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,SILVER,Athlete,,Buse Naz CAKIROGLU,Turkey,TUR,2020
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,BRONZE,Athlete,,Tsukimi NAMIKI,Japan,JPN,2020
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,SILVER,Athlete,,Carlo PAALAM,Philippines,PHI,2020
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,BRONZE,Athlete,,Ryomei TANAKA,Japan,JPN,2020
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,BRONZE,Athlete,,Saken BIBOSSINOV,Kazakhstan,KAZ,2020
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,GOLD,Athlete,,Galal YAFAI,Great Britain,GBR,2020
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,BRONZE,Athlete,,Irma TESTA,Italy,ITA,2020
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,GOLD,Athlete,,Sena IRIE,Japan,JPN,2020
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,SILVER,Athlete,,Nesthy PETECIO,Philippines,PHI,2020
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,BRONZE,Athlete,,Karriss ARTINGSTALL,Great Britain,GBR,2020
Boxing,tokyo-2020,Men's Light (57-63kg),Men,SILVER,Athlete,,Keyshawn DAVIS,United States of America,USA,2020
Boxing,tokyo-2020,Men's Light (57-63kg),Men,BRONZE,Athlete,,Harrison GARSIDE,Australia,AUS,2020
Boxing,tokyo-2020,Men's Light (57-63kg),Men,BRONZE,Athlete,,Hovhannes BACHKOV,Armenia,ARM,2020
Boxing,tokyo-2020,Men's Light (57-63kg),Men,GOLD,Athlete,,Andy CRUZ,Cuba,CUB,2020
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,ROC,Svetlana KOLESNICHENKO,ROC,ROC,2020
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,ROC,Svetlana ROMASHINA,ROC,ROC,2020
Artistic Swimming,tokyo-2020,Duet,Women,SILVER,GameTeam,China,Xuechen HUANG,People's Republic of China,CHN,2020
Artistic Swimming,tokyo-2020,Duet,Women,SILVER,GameTeam,China,Wenyan SUN,People's Republic of China,CHN,2020
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,Ukraine,Marta FIEDINA,Ukraine,UKR,2020
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,Ukraine,Anastasiya SAVCHUK,Ukraine,UKR,2020
Artistic Swimming,tokyo-2020,Team,Women,GOLD,GameTeam,ROC,,ROC,ROC,2020
Artistic Swimming,tokyo-2020,Team,Women,SILVER,GameTeam,China,,People's Republic of China,CHN,2020
Artistic Swimming,tokyo-2020,Team,Women,BRONZE,GameTeam,Ukraine,,Ukraine,UKR,2020
Handball,tokyo-2020,Men,Men,GOLD,GameTeam,France,,France,FRA,2020
Handball,tokyo-2020,Men,Men,SILVER,GameTeam,Denmark,,Denmark,DEN,2020
Handball,tokyo-2020,Men,Men,BRONZE,GameTeam,Spain,,Spain,ESP,2020
Handball,tokyo-2020,Women,Women,GOLD,GameTeam,France,,France,FRA,2020
Handball,tokyo-2020,Women,Women,SILVER,GameTeam,ROC,,ROC,ROC,2020
Handball,tokyo-2020,Women,Women,BRONZE,GameTeam,Norway,,Norway,NOR,2020
Rugby Sevens,tokyo-2020,Men,Men,GOLD,GameTeam,Fiji,,Fiji,FIJ,2020
Rugby Sevens,tokyo-2020,Men,Men,SILVER,GameTeam,New Zealand,,New Zealand,NZL,2020
Rugby Sevens,tokyo-2020,Men,Men,BRONZE,GameTeam,Argentina,,Argentina,ARG,2020
Rugby Sevens,tokyo-2020,Women,Women,GOLD,GameTeam,New Zealand,,New Zealand,NZL,2020
Rugby Sevens,tokyo-2020,Women,Women,SILVER,GameTeam,France,,France,FRA,2020
Rugby Sevens,tokyo-2020,Women,Women,BRONZE,GameTeam,Fiji,,Fiji,FIJ,2020
Cycling BMX Racing,tokyo-2020,Men,Men,GOLD,Athlete,,Niek KIMMANN,Netherlands,NED,2020
Cycling BMX Racing,tokyo-2020,Men,Men,SILVER,Athlete,,Kye WHYTE,Great Britain,GBR,2020
Cycling BMX Racing,tokyo-2020,Men,Men,BRONZE,Athlete,,Carlos Alberto RAMIREZ YEPES,Colombia,COL,2020
Cycling BMX Racing,tokyo-2020,Women,Women,GOLD,Athlete,,Bethany SHRIEVER,Great Britain,GBR,2020
Cycling BMX Racing,tokyo-2020,Women,Women,SILVER,Athlete,,Mariana PAJÓN,Colombia,COL,2020
Cycling BMX Racing,tokyo-2020,Women,Women,BRONZE,Athlete,,Merel SMULDERS,Netherlands,NED,2020
Triathlon,tokyo-2020,Women's Individual,Women,SILVER,Athlete,,Georgia TAYLOR-BROWN,Great Britain,GBR,2020
Triathlon,tokyo-2020,Women's Individual,Women,GOLD,Athlete,,Flora DUFFY,Bermuda,BER,2020
Triathlon,tokyo-2020,Women's Individual,Women,BRONZE,Athlete,,Katie ZAFERES,United States of America,USA,2020
Triathlon,tokyo-2020,Mixed Relay,Mixed,GOLD,GameTeam,Great Britain,,Great Britain,GBR,2020
Triathlon,tokyo-2020,Mixed Relay,Mixed,SILVER,GameTeam,United States,,United States of America,USA,2020
Triathlon,tokyo-2020,Mixed Relay,Mixed,BRONZE,GameTeam,France,,France,FRA,2020
Triathlon,tokyo-2020,Men's Individual,Men,SILVER,Athlete,,Alex YEE,Great Britain,GBR,2020
Triathlon,tokyo-2020,Men's Individual,Men,BRONZE,Athlete,,Hayden WILDE,New Zealand,NZL,2020
Triathlon,tokyo-2020,Men's Individual,Men,GOLD,Athlete,,Kristian BLUMMENFELT,Norway,NOR,2020
Surfing,tokyo-2020,Women,Women,SILVER,Athlete,,Bianca BUITENDAG,South Africa,RSA,2020
Surfing,tokyo-2020,Women,Women,GOLD,Athlete,,Carissa MOORE,United States of America,USA,2020
Surfing,tokyo-2020,Women,Women,BRONZE,Athlete,,Amuro TSUZUKI,Japan,JPN,2020
Surfing,tokyo-2020,Men,Men,GOLD,Athlete,,Italo Ferreira,Brazil,BRA,2020
Surfing,tokyo-2020,Men,Men,BRONZE,Athlete,,Owen Wright,Australia,AUS,2020
Surfing,tokyo-2020,Men,Men,SILVER,Athlete,,Kanoa Igarashi,Japan,JPN,2020
Table Tennis,tokyo-2020,Women's Team,Women,GOLD,GameTeam,China,,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Women's Team,Women,SILVER,GameTeam,Japan,,Japan,JPN,2020
Table Tennis,tokyo-2020,Women's Team,Women,BRONZE,GameTeam,"Hong Kong, China",,"Hong Kong, China",HKG,2020
Table Tennis,tokyo-2020,Men's Singles,Men,SILVER,Athlete,,Zhendong FAN,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Men's Singles,Men,BRONZE,Athlete,,Dimitrij OVTCHAROV,Germany,GER,2020
Table Tennis,tokyo-2020,Men's Singles,Men,GOLD,Athlete,,Long MA,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,MIZUTANI Jun / ITO Mima,Jun MIZUTANI,Japan,JPN,2020
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,MIZUTANI Jun / ITO Mima,Mima ITO,Japan,JPN,2020
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,XU Xin / LIU Shiwen,Xin XU,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,XU Xin / LIU Shiwen,Shiwen LIU,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,LIN Yun Ju / CHENG I Ching,Yun Ju LIN,Chinese Taipei,TPE,2020
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,LIN Yun Ju / CHENG I Ching,I-Ching CHENG,Chinese Taipei,TPE,2020
Table Tennis,tokyo-2020,Women's Singles,Women,SILVER,Athlete,,Yingsha SUN,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Women's Singles,Women,GOLD,Athlete,,Meng CHEN,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Women's Singles,Women,BRONZE,Athlete,,Mima ITO,Japan,JPN,2020
Table Tennis,tokyo-2020,Men's Team,Men,GOLD,GameTeam,China,,People's Republic of China,CHN,2020
Table Tennis,tokyo-2020,Men's Team,Men,SILVER,GameTeam,Germany,,Germany,GER,2020
Table Tennis,tokyo-2020,Men's Team,Men,BRONZE,GameTeam,Japan,,Japan,JPN,2020
Canoe Slalom,tokyo-2020,Men's Kayak,Men,BRONZE,Athlete,,Hannes AIGNER,Germany,GER,2020
Canoe Slalom,tokyo-2020,Men's Kayak,Men,GOLD,Athlete,,Jiri PRSKAVEC,Czech Republic,CZE,2020
Canoe Slalom,tokyo-2020,Men's Kayak,Men,SILVER,Athlete,,Jakub GRIGAR,Slovakia,SVK,2020
Canoe Slalom,tokyo-2020,Women's Canoe,Women,GOLD,Athlete,,Jessica FOX,Australia,AUS,2020
Canoe Slalom,tokyo-2020,Women's Canoe,Women,BRONZE,Athlete,,Andrea HERZOG,Germany,GER,2020
Canoe Slalom,tokyo-2020,Women's Canoe,Women,SILVER,Athlete,,Mallory FRANKLIN,Great Britain,GBR,2020
Canoe Slalom,tokyo-2020,Women's Kayak,Women,GOLD,Athlete,,Ricarda FUNK,Germany,GER,2020
Canoe Slalom,tokyo-2020,Women's Kayak,Women,BRONZE,Athlete,,Jessica FOX,Australia,AUS,2020
Canoe Slalom,tokyo-2020,Women's Kayak,Women,SILVER,Athlete,,Maialen CHOURRAUT,Spain,ESP,2020
Canoe Slalom,tokyo-2020,Men's Canoe,Men,BRONZE,Athlete,,Sideris TASIADIS,Germany,GER,2020
Canoe Slalom,tokyo-2020,Men's Canoe,Men,SILVER,Athlete,,Lukas ROHAN,Czech Republic,CZE,2020
Canoe Slalom,tokyo-2020,Men's Canoe,Men,GOLD,Athlete,,Benjamin SAVSEK,Slovenia,SLO,2020
Marathon Swimming,tokyo-2020,Women's 10km,Women,SILVER,Athlete,,Sharon VAN ROUWENDAAL,Netherlands,NED,2020
Marathon Swimming,tokyo-2020,Women's 10km,Women,GOLD,Athlete,,Ana Marcela CUNHA,Brazil,BRA,2020
Marathon Swimming,tokyo-2020,Women's 10km,Women,BRONZE,Athlete,,Kareena LEE,Australia,AUS,2020
Marathon Swimming,tokyo-2020,Men's 10km,Men,SILVER,Athlete,,Kristof RASOVSZKY,Hungary,HUN,2020
Marathon Swimming,tokyo-2020,Men's 10km,Men,BRONZE,Athlete,,Gregorio PALTRINIERI,Italy,ITA,2020
Marathon Swimming,tokyo-2020,Men's 10km,Men,GOLD,Athlete,,Florian WELLBROCK,Germany,GER,2020
Trampoline Gymnastics,tokyo-2020,Men,Men,SILVER,Athlete,,Dong DONG,People's Republic of China,CHN,2020
Trampoline Gymnastics,tokyo-2020,Men,Men,GOLD,Athlete,,Ivan LITVINOVICH,Belarus,BLR,2020
Trampoline Gymnastics,tokyo-2020,Men,Men,BRONZE,Athlete,,Dylan SCHMIDT,New Zealand,NZL,2020
Trampoline Gymnastics,tokyo-2020,Women,Women,BRONZE,Athlete,,Bryony PAGE,Great Britain,GBR,2020
Trampoline Gymnastics,tokyo-2020,Women,Women,GOLD,Athlete,,Xueying ZHU,People's Republic of China,CHN,2020
Trampoline Gymnastics,tokyo-2020,Women,Women,SILVER,Athlete,,Lingling LIU,People's Republic of China,CHN,2020
Volleyball,tokyo-2020,Men,Men,GOLD,GameTeam,France,,France,FRA,2020
Volleyball,tokyo-2020,Men,Men,SILVER,GameTeam,ROC,,ROC,ROC,2020
Volleyball,tokyo-2020,Men,Men,BRONZE,GameTeam,Argentina,,Argentina,ARG,2020
Volleyball,tokyo-2020,Women,Women,GOLD,GameTeam,United States,,United States of America,USA,2020
Volleyball,tokyo-2020,Women,Women,SILVER,GameTeam,Brazil,,Brazil,BRA,2020
Volleyball,tokyo-2020,Women,Women,BRONZE,GameTeam,Serbia,,Serbia,SRB,2020
Basketball,tokyo-2020,Men,Men,GOLD,GameTeam,United States,,United States of America,USA,2020
Basketball,tokyo-2020,Men,Men,SILVER,GameTeam,France,,France,FRA,2020
Basketball,tokyo-2020,Men,Men,BRONZE,GameTeam,Australia,,Australia,AUS,2020
Basketball,tokyo-2020,Women,Women,GOLD,GameTeam,United States,,United States of America,USA,2020
Basketball,tokyo-2020,Women,Women,SILVER,GameTeam,Japan,,Japan,JPN,2020
Basketball,tokyo-2020,Women,Women,BRONZE,GameTeam,France,,France,FRA,2020
Taekwondo,tokyo-2020,Men -68kg,Men,GOLD,Athlete,,Ulugbek RASHITOV,Uzbekistan,UZB,2020
Taekwondo,tokyo-2020,Men -68kg,Men,SILVER,Athlete,,Bradly SINDEN,Great Britain,GBR,2020
Taekwondo,tokyo-2020,Men -68kg,Men,BRONZE,Athlete,,Hakan RECBER,Turkey,TUR,2020
Taekwondo,tokyo-2020,Men -68kg,Men,BRONZE,Athlete,,Shuai ZHAO,People's Republic of China,CHN,2020
Taekwondo,tokyo-2020,Men -80kg,Men,BRONZE,Athlete,,Seif EISSA,Egypt,EGY,2020
Taekwondo,tokyo-2020,Men -80kg,Men,GOLD,Athlete,,Maksim KHRAMTCOV,ROC,ROC,2020
Taekwondo,tokyo-2020,Men -80kg,Men,SILVER,Athlete,,Saleh ELSHARABATY,Jordan,JOR,2020
Taekwondo,tokyo-2020,Men -80kg,Men,BRONZE,Athlete,,Toni KANAET,Croatia,CRO,2020
Taekwondo,tokyo-2020,Men +80kg,Men,BRONZE,Athlete,,Kyo Don IN,Republic of Korea,KOR,2020
Taekwondo,tokyo-2020,Men +80kg,Men,GOLD,Athlete,,Vladislav LARIN,ROC,ROC,2020
Taekwondo,tokyo-2020,Men +80kg,Men,SILVER,Athlete,,Dejan GEORGIEVSKI,North Macedonia,MKD,2020
Taekwondo,tokyo-2020,Men +80kg,Men,BRONZE,Athlete,,Rafael CASTILLO,Cuba,CUB,2020
Taekwondo,tokyo-2020,Women +67kg,Women,GOLD,Athlete,,Milica MANDIC,Serbia,SRB,2020
Taekwondo,tokyo-2020,Women +67kg,Women,SILVER,Athlete,,Dabin LEE,Republic of Korea,KOR,2020
Taekwondo,tokyo-2020,Women +67kg,Women,BRONZE,Athlete,,Althea LAURIN,France,FRA,2020
Taekwondo,tokyo-2020,Women +67kg,Women,BRONZE,Athlete,,Bianca WALKDEN,Great Britain,GBR,2020
Taekwondo,tokyo-2020,Women -67kg,Women,GOLD,Athlete,,Matea JELIC,Croatia,CRO,2020
Taekwondo,tokyo-2020,Women -67kg,Women,SILVER,Athlete,,Lauren WILLIAMS,Great Britain,GBR,2020
Taekwondo,tokyo-2020,Women -67kg,Women,BRONZE,Athlete,,Hedaya WAHBA,Egypt,EGY,2020
Taekwondo,tokyo-2020,Women -67kg,Women,BRONZE,Athlete,,Ruth Marie Christelle GBAGBI,Côte d'Ivoire,CIV,2020
Taekwondo,tokyo-2020,Women -57kg,Women,BRONZE,Athlete,,Chia-Ling LO,Chinese Taipei,TPE,2020
Taekwondo,tokyo-2020,Women -57kg,Women,GOLD,Athlete,,Anastasija ZOLOTIC,United States of America,USA,2020
Taekwondo,tokyo-2020,Women -57kg,Women,SILVER,Athlete,,Tatiana KUDASHOVA,ROC,ROC,2020
Taekwondo,tokyo-2020,Women -57kg,Women,BRONZE,Athlete,,Hatice Kubra ILGUN,Turkey,TUR,2020
Taekwondo,tokyo-2020,Men -58kg,Men,BRONZE,Athlete,,Jun JANG,Republic of Korea,KOR,2020
Taekwondo,tokyo-2020,Men -58kg,Men,SILVER,Athlete,,Mohamed Khalil JENDOUBI,Tunisia,TUN,2020
Taekwondo,tokyo-2020,Men -58kg,Men,BRONZE,Athlete,,Mikhail ARTAMONOV,ROC,ROC,2020
Taekwondo,tokyo-2020,Men -58kg,Men,GOLD,Athlete,,Vito DELL'AQUILA,Italy,ITA,2020
Taekwondo,tokyo-2020,Women -49kg,Women,SILVER,Athlete,,Adriana CEREZO IGLESIAS,Spain,ESP,2020
Taekwondo,tokyo-2020,Women -49kg,Women,GOLD,Athlete,,Panipak WONGPATTANAKIT,Thailand,THA,2020
Taekwondo,tokyo-2020,Women -49kg,Women,BRONZE,Athlete,,Tijana BOGDANOVIC,Serbia,SRB,2020
Taekwondo,tokyo-2020,Women -49kg,Women,BRONZE,Athlete,,Abishag SEMBERG,Israel,ISR,2020
Cycling Track,tokyo-2020,Women's Team Sprint,Women,GOLD,GameTeam,China,Shanju BAO,People's Republic of China,CHN,2020
Cycling Track,tokyo-2020,Women's Team Sprint,Women,GOLD,GameTeam,China,Tianshi ZHONG,People's Republic of China,CHN,2020
Cycling Track,tokyo-2020,Women's Team Sprint,Women,SILVER,GameTeam,Germany,Lea Sophie FRIEDRICH,Germany,GER,2020
Cycling Track,tokyo-2020,Women's Team Sprint,Women,SILVER,GameTeam,Germany,Emma HINZE,Germany,GER,2020
Cycling Track,tokyo-2020,Women's Team Sprint,Women,BRONZE,GameTeam,ROC,Daria SHMELEVA,ROC,ROC,2020
Cycling Track,tokyo-2020,Women's Team Sprint,Women,BRONZE,GameTeam,ROC,Anastasiia VOINOVA,ROC,ROC,2020
Cycling Track,tokyo-2020,Men's Madison,Men,GOLD,GameTeam,Denmark,Lasse Norman HANSEN,Denmark,DEN,2020
Cycling Track,tokyo-2020,Men's Madison,Men,GOLD,GameTeam,Denmark,Michael MORKOV,Denmark,DEN,2020
Cycling Track,tokyo-2020,Men's Madison,Men,SILVER,GameTeam,Great Britain,Ethan HAYTER,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Men's Madison,Men,SILVER,GameTeam,Great Britain,Matthew WALLS,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Men's Madison,Men,BRONZE,GameTeam,France,Benjamin THOMAS,France,FRA,2020
Cycling Track,tokyo-2020,Men's Madison,Men,BRONZE,GameTeam,France,Donavan GRONDIN,France,FRA,2020
Cycling Track,tokyo-2020,Men's Sprint,Men,GOLD,Athlete,,Harrie LAVREYSEN,Netherlands,NED,2020
Cycling Track,tokyo-2020,Men's Sprint,Men,SILVER,Athlete,,Jeffrey HOOGLAND,Netherlands,NED,2020
Cycling Track,tokyo-2020,Men's Sprint,Men,BRONZE,Athlete,,Jack CARLIN,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Men's Keirin,Men,SILVER,Athlete,,Azizulhasni AWANG,Malaysia,MAS,2020
Cycling Track,tokyo-2020,Men's Keirin,Men,BRONZE,Athlete,,Harrie LAVREYSEN,Netherlands,NED,2020
Cycling Track,tokyo-2020,Men's Keirin,Men,GOLD,Athlete,,Jason KENNY,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Men's Team Pursuit,Men,GOLD,GameTeam,Italy,,Italy,ITA,2020
Cycling Track,tokyo-2020,Men's Team Pursuit,Men,SILVER,GameTeam,Denmark,,Denmark,DEN,2020
Cycling Track,tokyo-2020,Men's Team Pursuit,Men,BRONZE,GameTeam,Australia,,Australia,AUS,2020
Cycling Track,tokyo-2020,Women's Keirin,Women,SILVER,Athlete,,Ellesse ANDREWS,New Zealand,NZL,2020
Cycling Track,tokyo-2020,Women's Keirin,Women,GOLD,Athlete,,Shanne BRASPENNINCX,Netherlands,NED,2020
Cycling Track,tokyo-2020,Women's Keirin,Women,BRONZE,Athlete,,Lauriane GENEST,Canada,CAN,2020
Cycling Track,tokyo-2020,Women's Sprint,Women,SILVER,Athlete,,Olena STARIKOVA,Ukraine,UKR,2020
Cycling Track,tokyo-2020,Women's Sprint,Women,BRONZE,Athlete,,Wai Sze LEE,"Hong Kong, China",HKG,2020
Cycling Track,tokyo-2020,Women's Sprint,Women,GOLD,Athlete,,Kelsey MITCHELL,Canada,CAN,2020
Cycling Track,tokyo-2020,Women's Team Pursuit,Women,GOLD,GameTeam,Germany,,Germany,GER,2020
Cycling Track,tokyo-2020,Women's Team Pursuit,Women,SILVER,GameTeam,Great Britain,,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Women's Team Pursuit,Women,BRONZE,GameTeam,United States,,United States of America,USA,2020
Cycling Track,tokyo-2020,Women's Madison,Women,GOLD,GameTeam,Great Britain,Katie ARCHIBALD,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Women's Madison,Women,GOLD,GameTeam,Great Britain,Laura KENNY,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,Denmark,Amalie DIDERIKSEN,Denmark,DEN,2020
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,Denmark,Julie LETH,Denmark,DEN,2020
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,ROC,Gulnaz BADYKOVA,ROC,ROC,2020
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,ROC,Mariia NOVOLODSKAIA,ROC,ROC,2020
Cycling Track,tokyo-2020,Men's Team Sprint,Men,GOLD,GameTeam,Netherlands,,Netherlands,NED,2020
Cycling Track,tokyo-2020,Men's Team Sprint,Men,SILVER,GameTeam,Great Britain,,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Men's Team Sprint,Men,BRONZE,GameTeam,France,,France,FRA,2020
Cycling Track,tokyo-2020,Men's Omnium,Men,GOLD,Athlete,,Matthew WALLS,Great Britain,GBR,2020
Cycling Track,tokyo-2020,Men's Omnium,Men,BRONZE,Athlete,,Elia VIVIANI,Italy,ITA,2020
Cycling Track,tokyo-2020,Men's Omnium,Men,SILVER,Athlete,,Campbell STEWART,New Zealand,NZL,2020
Cycling Track,tokyo-2020,Women's Omnium,Women,BRONZE,Athlete,,Kirsten WILD,Netherlands,NED,2020
Cycling Track,tokyo-2020,Women's Omnium,Women,SILVER,Athlete,,Yumi KAJIHARA,Japan,JPN,2020
Cycling Track,tokyo-2020,Women's Omnium,Women,GOLD,Athlete,,Jennifer VALENTE,United States of America,USA,2020
Fencing,tokyo-2020,Women's Épée Team,Women,GOLD,GameTeam,Estonia,,Estonia,EST,2020
Fencing,tokyo-2020,Women's Épée Team,Women,SILVER,GameTeam,Republic of Korea,,Republic of Korea,KOR,2020
Fencing,tokyo-2020,Women's Épée Team,Women,BRONZE,GameTeam,Italy,,Italy,ITA,2020
Fencing,tokyo-2020,Men's Foil Team,Men,GOLD,GameTeam,France,,France,FRA,2020
Fencing,tokyo-2020,Men's Foil Team,Men,SILVER,GameTeam,ROC,,ROC,ROC,2020
